id	filmid	szemelyid	megnevezes
4022	78	1674	színész
4023	125	727	színész
4025	116	1397	színész
4030	325	1017	operatőr
4031	462	1436	operatőr
4033	438	850	színész
4037	55	1367	színész
4040	442	493	színész
4041	440	694	színész
4042	301	1706	színész
4043	424	883	színész
4044	108	667	színész
4047	150	248	színész
4048	58	594	színész
4051	8	195	színész
4054	173	1665	színész
4055	194	1579	operatőr
4059	68	1674	színész
4060	460	461	színész
4065	332	1111	színész
4067	57	1264	színész
4068	422	640	színész
4071	88	1060	színész
4072	450	883	színész
4073	31	1196	színész
4074	390	1779	színész
4075	325	1478	színész
4076	159	151	színész
4077	312	243	színész
4079	347	246	színész
4081	64	1396	színész
4082	201	30	forgatókönyvíró
4084	319	60	operatőr
4086	164	1109	színész
4090	55	1528	operatőr
4093	413	1219	színész
4094	422	1574	színész
4095	601	29	színész
4097	439	1331	színész
4098	112	1397	színész
4101	409	1213	rendező
4102	174	1074	színész
4103	315	1091	színész
4106	10	745	színész
4107	340	109	színész
4109	338	152	forgatókönyvíró
4111	139	587	színész
4112	363	195	színész
4113	164	1430	színész
4116	203	842	rendező
4117	413	1749	forgatókönyvíró
4119	372	522	színész
4120	93	152	rendező
4123	15	1511	színész
4124	74	437	színész
4125	471	1610	színész
4126	99	525	színész
4127	112	1733	színész
4128	457	1285	színész
4129	4	329	forgatókönyvíró
4130	463	808	forgatókönyvíró
4132	98	1091	színész
4133	361	1012	színész
4134	410	1077	színész
4135	19	395	színész
4138	131	1752	színész
4140	103	847	színész
4143	109	132	színész
4144	101	1349	színész
4145	437	921	színész
4146	149	754	színész
4147	99	1613	operatőr
4148	121	320	rendező
4149	354	669	forgatókönyvíró
4152	198	590	színész
4153	403	1622	színész
4154	35	11	forgatókönyvíró
4155	466	725	színész
4156	46	500	rendező
4157	23	709	rendező
4158	38	461	színész
4159	161	1264	színész
4160	128	1077	színész
4161	423	1077	színész
4162	421	883	színész
4163	69	602	színész
4164	36	1430	színész
4165	371	509	színész
4166	97	388	színész
4167	52	152	rendező
4168	139	603	színész
4170	389	1706	színész
4171	329	1478	színész
4172	328	1060	színész
4174	81	248	színész
4178	459	1160	forgatókönyvíró
4179	415	132	színész
4180	424	1225	operatőr
4181	179	278	színész
4183	472	7	operatőr
4184	345	1634	színész
4186	606	616	színész
4187	321	151	színész
4188	424	1020	színész
4192	13	262	színész
4193	41	1333	színész
4194	140	641	színész
4195	416	1353	színész
4197	469	413	operatőr
4200	348	17	rendező
4201	327	1017	operatőr
4202	345	1225	operatőr
4204	334	372	színész
4206	306	188	színész
4209	76	715	színész
4210	365	1353	színész
4211	114	898	színész
4212	324	744	színész
4213	154	1556	színész
4215	14	1279	színész
4217	77	1111	színész
4219	54	955	színész
4220	45	651	forgatókönyvíró
4221	160	385	színész
4222	87	398	forgatókönyvíró
4223	53	603	színész
4227	13	541	színész
4228	421	1706	színész
4229	40	59	forgatókönyvíró
4230	56	204	színész
4232	328	883	színész
4235	409	1070	operatőr
4236	462	61	színész
4237	136	1234	forgatókönyvíró
4239	138	1126	színész
4240	461	461	színész
4241	41	278	színész
4242	199	1077	színész
4243	378	644	színész
4244	444	61	színész
4246	149	1331	színész
4247	385	594	színész
4248	89	1430	színész
4249	427	898	színész
4250	473	151	színész
4253	408	1333	színész
4255	301	1478	színész
4256	31	1556	színész
4257	180	1285	színész
4258	10	1543	színész
4259	96	461	színész
4260	117	603	színész
4261	347	1495	színész
4262	3	1510	operatőr
4263	45	578	színész
4264	447	221	színész
4265	470	1176	színész
4266	323	585	színész
4269	407	424	színész
4271	44	587	színész
4273	49	474	színész
4274	420	1096	színész
4275	61	344	színész
4276	19	1708	színész
4277	40	1674	színész
4278	65	1748	színész
4279	460	744	színész
4280	14	1733	színész
4282	160	862	színész
4283	2	445	rendező
4284	191	1424	színész
4285	340	1490	színész
4287	413	1333	színész
4288	408	859	színész
4289	347	1074	színész
4292	87	352	színész
4293	423	298	rendező
4294	423	344	színész
4296	49	352	színész
4298	321	1451	forgatókönyvíró
4299	370	345	színész
4300	441	1060	színész
4303	416	1772	színész
4304	74	1374	színész
4305	203	493	színész
4307	380	1285	színész
4309	330	574	színész
4310	318	151	színész
4311	453	960	forgatókönyvíró
4313	459	1674	színész
4315	46	1415	színész
4316	407	1077	színész
4319	10	1213	rendező
4321	38	524	színész
4322	381	25	színész
4323	84	883	színész
4324	11	518	színész
4326	170	1622	színész
4328	185	943	színész
4329	606	1537	színész
4330	45	1300	színész
4331	21	693	színész
4333	69	754	színész
4335	348	505	színész
4337	421	540	forgatókönyvíró
4338	72	522	színész
4341	19	403	színész
4342	423	121	színész
4343	321	112	színész
4345	101	696	forgatókönyvíró
4346	446	62	színész
4349	361	388	színész
4351	32	651	rendező
4353	111	1579	operatőr
4354	329	745	színész
4356	139	1547	színész
4358	76	505	színész
4362	353	413	operatőr
4363	427	413	operatőr
4364	86	883	színész
4366	166	754	színész
4367	344	1716	színész
4368	41	1449	színész
4370	386	1528	operatőr
4371	35	1626	színész
4373	442	1100	színész
4374	453	413	operatőr
4377	342	1424	színész
4378	37	873	színész
4379	422	1111	színész
4380	460	1610	színész
4381	7	709	forgatókönyvíró
4382	308	1367	színész
4383	82	437	rendező
4387	107	1225	operatőr
4388	438	1713	színész
4390	192	1511	színész
4393	334	46	színész
4394	447	1017	operatőr
4396	341	1331	színész
4398	77	1077	színész
4399	161	352	színész
4401	165	1143	forgatókönyvíró
4403	149	1556	színész
4405	158	883	színész
4407	414	248	színész
4408	185	955	színész
4409	119	1665	színész
4410	110	873	színész
4411	473	1478	színész
4412	132	1329	forgatókönyvíró
4413	166	1424	színész
4414	3	1367	színész
4415	437	1077	színész
4416	108	1138	színész
4417	358	586	színész
4418	395	121	színész
4419	451	385	színész
4420	78	1706	színész
4426	416	526	színész
4427	76	1569	színész
4428	12	1415	színész
4429	440	1424	színész
4430	334	902	színész
4431	439	1116	színész
4433	325	1531	színész
4435	302	1593	színész
4437	169	745	színész
4443	133	314	színész
4446	350	18	forgatókönyvíró
4447	349	890	színész
4449	30	1415	színész
4450	80	1674	színész
4452	387	901	színész
4454	308	1674	színész
4455	382	195	színész
4456	444	709	rendező
4457	39	413	operatőr
4458	29	587	színész
4459	314	1006	színész
4461	424	121	színész
4462	173	883	színész
4466	114	1490	színész
4468	11	757	színész
4470	196	1424	színész
4472	4	1733	színész
4474	301	1574	színész
4476	124	1430	színész
4478	606	609	operatőr
4480	190	1299	színész
4481	82	885	operatőr
4482	88	1445	színész
4483	79	62	színész
4486	188	744	színész
4490	379	943	színész
4491	163	879	rendező
4493	86	672	színész
4494	467	1547	színész
4496	35	745	színész
4497	4	1285	színész
4498	46	1779	színész
4500	60	1622	színész
4501	90	1778	színész
4502	123	1537	színész
4504	18	320	rendező
4505	423	305	színész
4506	3	112	színész
4507	30	1125	színész
4509	136	1077	színész
4510	14	955	színész
4513	12	883	színész
4514	30	518	színész
4516	380	207	színész
4519	180	156	forgatókönyvíró
4523	395	1225	operatőr
4524	380	1055	forgatókönyvíró
4525	472	968	színész
4526	463	1674	színész
4529	455	1219	színész
4530	26	847	színész
4531	60	1107	forgatókönyvíró
4532	203	715	színész
4535	338	1478	színész
4536	302	1232	színész
4538	141	102	rendező
4541	327	204	színész
4542	165	112	színész
4543	348	221	színész
4544	348	943	színész
4545	107	1430	színész
4546	66	127	színész
4548	164	1560	forgatókönyvíró
4550	452	592	színész
4551	104	1706	színész
4555	410	1547	színész
4558	85	873	színész
4559	43	1060	színész
4561	322	437	rendező
4564	165	691	színész
4565	325	204	színész
4566	305	1430	színész
4567	384	603	színész
4568	312	461	színész
4569	13	1176	színész
4570	76	518	színész
4573	159	1739	színész
4575	13	305	színész
4576	201	1593	színész
4577	153	587	színész
4579	160	413	operatőr
4580	386	416	színész
4583	459	62	színész
4584	444	902	színész
4585	449	885	operatőr
4586	90	603	színész
4589	176	1034	forgatókönyvíró
4590	382	1285	színész
4591	433	616	színész
4592	177	1347	színész
4593	440	1674	színész
4594	13	1634	színész
4595	56	712	forgatókönyvíró
4598	68	1547	színész
4599	390	373	színész
4600	33	1415	színész
4601	316	1537	színész
4602	401	1415	színész
4604	338	1778	színész
4605	331	1096	színész
4607	473	1077	színész
4609	437	1397	színész
4610	125	1117	színész
4611	121	1674	színész
4612	314	1225	operatőr
4616	13	594	színész
4617	6	898	színész
4618	15	246	színész
4619	410	764	színész
4620	185	461	színész
4623	165	38	színész
4624	81	1077	színész
4625	159	943	színész
4628	179	385	színész
4629	8	1415	színész
4632	315	24	színész
4633	434	883	színész
4634	44	1579	operatőr
4635	384	1778	színész
4636	138	1616	színész
4637	408	1192	színész
4638	36	248	színész
4640	125	1111	színész
4641	440	586	színész
4642	355	579	színész
4645	103	1716	színész
4646	46	864	forgatókönyvíró
4647	95	1225	operatőr
4648	352	1783	színész
4653	65	862	színész
4654	84	616	színész
4655	470	152	rendező
4656	319	89	forgatókönyvíró
4657	360	501	rendező
4658	372	408	színész
4660	318	1579	operatőr
4661	352	461	színész
4663	83	1716	színész
4668	363	388	színész
4669	108	715	színész
4670	463	1544	színész
4673	394	883	színész
4674	197	801	színész
4675	332	1733	színész
4676	77	278	színész
4677	406	61	színész
4678	59	1225	operatőr
4680	28	1415	színész
4683	39	843	színész
4685	360	1674	színész
4686	177	375	rendező
4689	126	1616	színész
4691	200	248	színész
4692	418	757	színész
4693	356	50	színész
4694	20	1396	színész
4695	184	1511	forgatókönyvíró
4696	323	1029	színész
4697	312	822	színész
4700	193	1510	operatőr
4701	449	38	színész
4703	35	541	színész
4704	164	188	színész
4708	90	152	rendező
4709	27	1374	színész
4711	429	1783	színész
4712	459	667	színész
4714	41	1096	színész
4717	322	281	forgatókönyvíró
4720	69	1650	színész
4721	460	1622	színész
4722	61	405	forgatókönyvíró
4723	365	393	színész
4725	332	788	színész
4726	320	616	színész
4727	30	1074	színész
4728	366	1367	színész
4729	91	1556	színész
4730	311	1610	színész
4731	607	1223	színész
4733	467	1006	színész
4734	445	955	színész
4736	7	1353	színész
4737	5	847	színész
4739	312	395	színész
4740	58	587	színész
4742	18	1161	színész
4747	403	1424	színész
4748	410	1424	színész
4749	165	1674	színész
4750	188	1430	színész
4751	78	585	színész
4752	471	709	forgatókönyvíró
4755	454	1574	színész
4756	29	416	színész
4758	140	654	színész
4760	130	153	színész
4762	15	602	színész
4764	442	1616	színész
4765	64	1077	színész
4766	604	1225	operatőr
4768	408	248	színész
4770	190	102	rendező
4771	112	745	színész
4773	327	1060	színész
4774	153	461	színész
4775	193	1706	színész
4778	353	1616	színész
4779	6	824	színész
4780	367	1049	színész
4781	160	1430	színész
4782	331	715	színész
4783	354	715	színész
4786	184	594	színész
4787	50	1500	színész
4788	422	969	forgatókönyvíró
4792	390	188	színész
4794	173	898	színész
4795	469	614	rendező
4796	176	883	színész
4798	344	764	színész
4799	439	1210	színész
4800	395	313	színész
4802	396	587	színész
4803	88	737	rendező
4804	12	1424	színész
4805	341	1694	színész
4806	447	461	színész
4807	77	102	rendező
4808	398	577	színész
4810	95	437	rendező
4812	83	126	színész
4813	429	248	színész
4815	98	1531	színész
4816	304	866	forgatókönyvíró
4817	440	1006	színész
4818	205	1060	színész
4819	461	1537	színész
4820	315	1187	forgatókönyvíró
4822	125	435	színész
4824	392	1397	színész
4825	70	311	színész
4830	329	1285	színész
4831	321	1643	forgatókönyvíró
4832	92	1767	színész
4833	203	921	színész
4834	53	1192	színész
4836	462	754	színész
4837	100	1425	színész
4839	312	1026	színész
4841	12	847	színész
4842	301	1547	színész
4844	101	1716	színész
4845	16	862	színész
4847	365	609	operatőr
4848	75	696	forgatókönyvíró
4849	16	1017	operatőr
4850	100	725	színész
4857	92	764	színész
4858	304	694	színész
4859	132	883	színész
4860	435	1187	forgatókönyvíró
4866	20	582	színész
4867	453	725	színész
4868	81	1126	színész
4872	28	1424	színész
4874	363	847	színész
4875	355	766	színész
4877	139	222	színész
4879	106	1113	színész
4881	4	25	színész
4882	150	1120	színész
4883	131	943	színész
4884	410	757	színész
4885	388	195	színész
4886	343	248	színész
4889	329	725	színész
4890	327	1674	színész
4891	45	559	színész
4892	75	860	színész
4893	426	1176	színész
4894	186	744	színész
4896	408	640	színész
4897	181	1472	színész
4898	423	1622	színész
4900	50	472	színész
4901	426	1264	színész
4902	66	352	színész
4904	381	1634	színész
4905	306	1225	operatőr
4906	183	400	forgatókönyvíró
4908	438	993	színész
4910	429	840	színész
4911	81	61	színész
4912	34	832	színész
4915	46	1634	színész
4916	43	862	színész
4917	443	585	színész
4918	26	676	rendező
4919	68	654	színész
4920	394	667	színész
4921	95	1733	színész
4923	445	1333	színész
4924	144	577	színész
4925	311	1674	színész
4926	15	1077	színész
4927	108	837	színész
4929	403	577	színész
4932	464	1674	színész
4933	61	1634	színész
4936	349	1700	színész
4937	45	801	színész
4940	89	1528	operatőr
4941	406	585	színész
4944	445	860	színész
4945	22	1686	operatőr
4947	116	709	forgatókönyvíró
4949	435	578	színész
4950	314	1091	színész
4952	79	303	színész
4953	413	1285	színész
4955	312	159	rendező
4956	78	1225	operatőr
4959	394	461	színész
4960	84	501	rendező
4963	143	526	színész
4964	363	1349	színész
4968	449	1223	színész
4969	32	592	színész
4971	27	862	színész
4973	398	1478	színész
4974	183	1333	színész
4975	352	1221	színész
4976	474	1223	színész
4977	179	898	színész
4979	317	887	operatőr
4980	440	822	színész
4984	92	1590	forgatókönyvíró
4985	339	1132	színész
4987	422	754	színész
4988	110	1423	rendező
4990	400	1113	színész
4991	106	1367	színész
4992	337	760	színész
4993	103	594	színész
4994	123	1517	színész
4995	364	707	színész
4996	403	304	színész
4998	64	202	színész
5000	186	1057	színész
5001	95	38	színész
5002	143	246	színész
5004	112	13	színész
5005	318	46	színész
5006	305	1424	színész
5007	453	357	rendező
5008	28	943	színész
5009	55	755	színész
5011	83	1415	színész
5014	162	943	színész
5015	455	89	forgatókönyvíró
5016	182	311	színész
5017	435	1478	színész
5019	117	1468	rendező
5020	339	1225	operatőr
5021	20	177	színész
5024	49	1733	színész
5026	406	740	rendező
5027	418	1150	színész
5028	114	590	színész
5029	96	943	színész
5031	73	1077	színész
5032	174	1397	színész
5033	354	883	színész
5034	437	1752	színész
5035	12	1665	színész
5036	55	1390	színész
5037	131	320	forgatókönyvíró
5039	88	1708	színész
5040	384	788	színész
5042	102	1674	színész
5043	195	1396	színész
5044	135	667	színész
5045	388	1634	színész
5047	452	1748	színész
5048	439	883	színész
5049	201	1415	színész
5050	63	1288	forgatókönyvíró
5051	131	1126	színész
5052	330	555	forgatókönyvíró
5053	61	594	színész
5054	144	553	forgatókönyvíró
5057	180	1096	színész
5058	179	824	színész
5059	454	1478	színész
5060	165	1285	színész
5061	411	1430	színész
5063	23	1192	színész
5064	384	1590	forgatókönyvíró
5065	199	883	színész
5066	408	744	színész
5067	128	754	színész
5068	195	1574	színész
5071	136	422	operatőr
5073	69	1423	rendező
5074	360	1395	forgatókönyvíró
5075	28	1472	színész
5077	326	709	rendező
5078	194	195	színész
5079	193	876	rendező
5081	145	715	színész
5082	24	195	színész
5084	186	352	színész
5085	103	862	színész
5086	125	413	operatőr
5087	405	1017	operatőr
5088	69	968	színész
5091	69	1674	színész
5092	58	1530	színész
5093	203	1622	színész
5095	473	329	forgatókönyvíró
5096	149	1396	színész
5097	25	195	színész
5099	438	1397	színész
5101	7	1225	operatőr
5103	6	46	színész
5104	457	320	rendező
5105	411	1020	színész
5108	123	1057	színész
5109	80	1579	operatőr
5112	321	1674	színész
5114	163	801	színész
5115	404	585	színész
5116	106	408	színész
5118	365	862	színész
5119	39	1217	forgatókönyvíró
5120	204	262	színész
5121	437	781	színész
5122	193	883	színész
5126	185	757	színész
5127	401	871	színész
5129	409	727	színész
5131	145	320	rendező
5132	117	413	operatőr
5133	356	11	rendező
5134	126	822	színész
5136	80	38	színész
5137	128	1552	színész
5138	403	474	színész
5139	119	1447	operatőr
5140	193	1547	színész
5141	459	862	színész
5142	338	858	színész
5144	116	754	színész
5146	411	372	színész
5149	459	1225	operatőr
5152	453	873	színész
5153	320	220	színész
5154	169	898	színész
5155	308	745	színész
5158	14	17	rendező
5160	317	1077	színész
5161	312	543	színész
5167	475	413	operatőr
5168	93	874	forgatókönyvíró
5169	374	968	színész
5171	194	1537	színész
5173	51	278	színész
5175	606	1176	színész
5177	40	1429	színész
5178	343	461	színész
5179	126	1424	színész
5180	452	943	színész
5182	79	416	színész
5184	50	1415	színész
5186	428	885	operatőr
5187	179	352	színész
5188	417	1749	forgatókönyvíró
5190	316	38	színész
5192	445	862	színész
5196	362	890	színész
5198	64	594	színész
5199	54	1626	színész
5200	129	1399	operatőr
5201	389	1390	színész
5203	61	745	színész
5205	48	1579	operatőr
5207	433	1537	színész
5208	443	757	színész
5211	136	1205	rendező
5212	365	524	színész
5213	318	58	színész
5215	193	843	színész
5217	13	1060	színész
5219	98	195	színész
5221	166	1478	színész
5224	349	654	színész
5225	5	715	színész
5227	206	1347	színész
5228	93	202	színész
5229	117	1590	forgatókönyvíró
5230	63	1077	színész
5232	111	715	színész
5233	323	221	színész
5234	86	372	színész
5235	70	127	színész
5236	365	1739	színész
5237	7	687	színész
5238	64	1495	színész
5243	304	1609	színész
5244	131	1006	színész
5245	134	1055	rendező
5246	74	1622	színész
5248	355	1674	színész
5249	437	943	színész
5250	189	518	színész
5251	368	955	színész
5253	357	881	színész
5256	12	1634	színész
5257	179	1423	rendező
5258	41	464	színész
5259	605	372	színész
5263	86	667	színész
5264	306	1478	színész
5269	185	898	színész
5270	83	248	színész
5272	349	267	színész
5273	413	1091	színész
5274	28	1225	operatőr
5277	81	609	operatőr
5278	464	1610	színész
5279	464	408	színész
5280	30	1778	színész
5281	445	437	rendező
5282	389	541	színész
5284	341	1161	színész
5285	99	1636	színész
5287	195	883	színész
5288	174	206	színész
5289	433	122	színész
5291	449	518	színész
5293	75	526	színész
5297	322	505	színész
5298	28	1204	színész
5299	356	1221	színész
5302	323	1333	színész
5303	174	416	színész
5304	319	121	színész
5305	322	413	operatőr
5307	193	461	színész
5308	87	1665	színész
5310	354	1055	rendező
5311	196	1510	operatőr
5313	433	1650	színész
5315	56	955	színész
5316	102	1285	színész
5319	53	1547	színész
5320	338	968	színész
5322	395	62	színész
5326	462	1082	színész
5327	159	883	színész
5329	305	416	színész
5330	417	1716	színész
5332	316	435	színész
5335	358	693	színész
5336	442	859	színész
5337	25	1733	színész
5338	349	585	színész
5341	48	373	színész
5344	332	1225	operatőr
5345	401	1424	színész
5352	381	862	színész
5353	132	1091	színész
5354	76	388	színész
5355	372	204	színész
5356	175	955	színész
5357	75	753	színész
5358	302	1674	színész
5359	163	122	színész
5360	35	1161	színész
5361	381	1418	színész
5362	98	1579	operatőr
5363	302	206	színész
5364	91	243	színész
5365	130	1665	színész
5366	163	745	színész
5367	86	1306	operatőr
5369	385	110	színész
5371	159	393	színész
5372	163	766	színész
5374	52	1478	színész
5375	52	121	színész
5376	188	1733	színész
5377	27	1060	színész
5378	142	1708	színész
5380	464	842	rendező
5382	21	518	színész
5383	67	1101	színész
5384	464	1077	színész
5385	139	823	színész
5388	460	797	színész
5389	72	862	színész
5390	12	822	színész
5391	179	195	színész
5394	45	862	színész
5395	357	1074	színész
5397	75	461	színész
5399	159	1478	színész
5400	180	25	színész
5401	108	1423	forgatókönyvíró
5402	438	883	színész
5403	396	602	színész
5405	361	1767	színész
5406	84	1739	színész
5407	22	372	színész
5410	370	899	színész
5411	82	1430	színész
5412	459	1622	színész
5413	384	1424	színész
5414	404	524	színész
5415	408	862	színész
5418	453	1716	színész
5419	443	1674	színész
5420	412	564	színész
5422	351	1060	színész
5424	110	919	színész
5425	28	881	színész
5427	90	943	színész
5428	62	1166	forgatókönyvíró
5429	170	1758	forgatókönyvíró
5430	147	883	színész
5431	373	204	színész
5434	129	587	színész
5436	408	883	színész
5437	106	251	rendező
5438	406	427	színész
5440	369	1459	forgatókönyvíró
5443	29	251	rendező
5444	44	1331	színész
5446	92	11	forgatókönyvíró
5447	330	643	színész
5448	12	437	rendező
5453	177	397	színész
5454	387	592	színész
5456	35	299	színész
5458	317	725	színész
5459	130	1674	színész
5460	131	847	színész
5462	176	112	színész
5466	363	1481	színész
5469	346	1556	színész
5471	471	632	színész
5473	31	62	színész
5474	164	501	rendező
5475	62	1367	színész
5476	310	1333	színész
5477	117	347	színész
5478	64	1017	operatőr
5480	186	105	forgatókönyvíró
5481	441	1552	színész
5485	367	388	színész
5486	106	609	operatőr
5487	133	1547	színész
5488	175	1556	színész
5490	347	195	színész
5492	322	1074	színész
5493	149	305	színész
5496	383	1593	színész
5497	193	1543	színész
5499	378	518	színész
5501	403	760	színész
5502	327	524	színész
5504	154	692	rendező
5505	97	592	színész
5507	449	1622	színész
5509	168	691	színész
5510	424	188	színész
5512	475	744	forgatókönyvíró
5513	416	207	színész
5515	107	706	színész
5516	35	1225	operatőr
5517	9	1347	színész
5518	101	195	színész
5519	120	609	operatőr
5522	168	955	színész
5524	28	1333	színész
5525	136	654	színész
5526	48	862	színész
5527	107	603	színész
5530	181	46	színész
5532	55	151	színész
5535	177	1716	színész
5537	446	1077	színész
5540	455	177	színész
5541	27	393	színész
5542	53	251	rendező
5543	113	1225	operatőr
5544	75	715	színész
5545	13	159	rendező
5549	154	1192	színész
5552	182	846	színész
5555	470	112	színész
5556	50	424	színész
5560	607	1461	színész
5562	53	1353	színész
5563	352	1703	színész
5565	474	159	forgatókönyvíró
5566	424	1429	színész
5567	361	304	színész
5568	121	1052	színész
5570	340	1556	színész
5571	442	177	színész
5573	114	755	színész
5574	387	1748	színész
5576	58	883	színész
5577	132	694	színész
5578	80	461	színész
5579	85	1706	színész
5580	66	1424	színész
5582	433	1472	színész
5583	86	859	színész
5584	175	1554	rendező
5585	350	1370	rendező
5586	364	1116	színész
5587	367	943	színész
5591	447	17	rendező
5592	166	715	színész
5593	453	207	színész
5594	28	1537	színész
5597	113	788	színész
5598	332	411	forgatókönyvíró
5600	155	1579	operatőr
5601	51	968	színész
5604	442	693	színész
5605	82	195	színész
5606	470	518	színész
5607	325	352	színész
5609	60	1020	színész
5610	171	524	színész
5611	195	574	színész
5614	122	890	színész
5615	179	975	forgatókönyvíró
5616	325	883	színész
5617	158	221	színész
5620	115	1274	színész
5622	443	1091	színész
5623	461	474	színész
5625	107	1556	színész
5628	451	753	színész
5630	391	1733	színész
5635	50	1716	színész
5638	459	1739	színész
5642	59	1424	színész
5643	437	1644	színész
5644	302	1465	színész
5645	409	33	színész
5648	50	846	színész
5649	72	684	forgatókönyvíró
5650	447	1077	színész
5651	128	541	színész
5652	36	609	operatőr
5653	453	593	rendező
5654	108	968	színész
5659	329	1017	operatőr
5660	463	625	színész
5662	25	1415	színész
5664	388	883	színész
5666	17	278	színész
5667	129	1020	színész
5668	454	360	színész
5669	414	1749	színész
5671	466	745	színész
5672	131	1665	színész
5673	45	1748	színész
5674	387	1710	forgatókönyvíró
5675	340	1395	forgatókönyvíró
5677	119	207	színész
5678	94	955	színész
5680	382	744	színész
5681	61	1530	színész
5682	172	62	színész
5683	601	159	rendező
5684	103	1166	forgatókönyvíró
5685	106	461	színész
5687	109	375	rendező
5689	155	1721	színész
5690	404	755	színész
5693	140	1449	színész
5694	423	1091	színész
5695	467	866	rendező
5696	135	866	forgatókönyvíró
5699	177	375	forgatókönyvíró
5704	398	1049	színész
5705	30	1274	színész
5706	472	121	színész
5707	69	1261	színész
5708	94	435	színész
5709	461	1579	operatőr
5710	204	1713	színész
5712	182	25	színész
5713	407	1674	színész
5714	328	61	színész
5715	421	1543	színész
5716	27	248	színész
5717	389	320	rendező
5718	328	188	színész
5719	110	1664	színész
5720	64	1418	színész
5721	323	887	operatőr
5722	457	151	színész
5725	114	416	színész
5727	368	1077	színész
5729	435	745	színész
5730	204	413	operatőr
5735	386	1107	forgatókönyvíró
5737	181	153	színész
5738	408	61	színész
5739	310	715	színész
5742	95	744	színész
5743	322	654	színész
5744	21	413	operatőr
5746	196	1415	színész
5748	416	1537	színész
5753	75	1554	rendező
5755	451	1060	színész
5756	108	311	színész
5758	59	299	színész
5760	405	243	színész
5761	36	61	színész
5762	182	195	színész
5763	464	842	forgatókönyvíró
5768	174	1537	színész
5770	6	602	színész
5771	404	862	színész
5772	449	1537	színész
5773	106	61	színész
5774	121	195	színész
5775	40	384	színész
5776	329	518	színész
5777	348	435	színész
5780	203	1396	színész
5782	165	744	színész
5783	112	1537	színész
5784	163	943	színész
5785	418	17	forgatókönyvíró
5787	410	1125	színész
5788	427	25	színész
5790	5	131	forgatókönyvíró
5793	367	413	operatőr
5795	606	1430	színész
5796	138	1077	színész
5797	400	890	színész
5799	168	1510	operatőr
5801	384	587	színész
5802	56	314	színész
5805	68	1077	színész
5809	157	195	színész
5811	12	594	színész
5812	149	850	színész
5813	4	1634	színész
5815	469	1424	színész
5816	453	862	színész
5818	197	1716	színész
5819	471	337	színész
5823	418	481	színész
5824	447	1397	színész
5826	100	1333	színész
5827	69	603	színész
5830	337	696	forgatókönyvíró
5835	70	694	színész
5836	8	1748	színész
5837	101	802	színész
5838	351	1017	operatőr
5839	79	248	színész
5840	32	204	színész
5843	363	873	színész
5845	191	823	színész
5846	135	1430	színész
5847	60	1694	színész
5848	406	1674	színész
5850	104	22	színész
5851	163	299	színész
5852	45	1767	színész
5854	157	1333	színész
5855	190	205	operatőr
5856	335	221	színész
5857	20	248	színész
5861	53	1020	színész
5862	66	1342	színész
5863	413	1626	színész
5865	51	352	színész
5866	154	1752	színész
5867	372	40	színész
5869	443	1187	forgatókönyvíró
5870	65	195	színész
5871	179	204	színész
5872	439	887	operatőr
5873	192	1225	operatőr
5875	98	1012	színész
5876	342	195	színész
5878	203	1490	színész
5879	332	1749	színész
5880	111	1113	színész
5882	415	1674	színész
5883	389	352	színész
5885	325	461	színész
5887	145	1096	színész
5890	159	585	színész
5891	165	1537	színész
5893	184	851	forgatókönyvíró
5894	135	1399	operatőr
5895	318	1331	színész
5897	363	883	színész
5898	16	1748	színész
5899	434	1634	színész
5900	470	1528	operatőr
5902	466	1643	forgatókönyvíró
5906	24	1109	színész
5908	162	1778	színész
5910	164	461	színész
5912	451	311	színész
5914	410	541	színész
5917	324	602	színész
5918	124	493	színész
5919	325	1271	színész
5922	362	518	színész
5924	22	132	színész
5925	66	518	színész
5929	103	1055	rendező
5932	18	195	színész
5933	452	29	rendező
5935	146	1465	színész
5937	149	1430	színész
5939	321	1752	színész
5940	312	630	színész
5941	51	1012	színész
5942	146	1331	színész
5945	379	112	színész
5946	162	1564	forgatókönyvíró
5948	81	864	forgatókönyvíró
5949	363	1606	színész
5950	409	1452	színész
5951	75	1510	operatőr
5952	325	1074	színész
5953	436	1556	színész
5955	147	1415	színész
5957	32	594	színész
5958	334	1192	színész
5960	148	102	forgatókönyvíró
5961	318	1622	színész
5962	401	694	színész
5963	157	1543	színész
5965	159	1082	színész
5966	398	345	színész
5968	59	1353	színész
5969	379	564	színész
5970	144	1091	színész
5974	47	204	színész
5975	29	464	színész
5976	17	1006	színész
5977	351	1733	színész
5978	36	1219	színész
5984	431	1331	színész
5987	327	676	rendező
5988	60	1436	operatőr
5990	151	687	színész
5991	180	1342	színész
5994	403	1767	színész
5995	161	1579	operatőr
5996	474	304	színész
5998	180	771	operatőr
6000	400	62	színész
6004	442	823	színész
6005	460	1223	színész
6006	2	327	színész
6007	171	1057	színész
6009	14	745	színész
6010	139	1418	színész
6012	380	727	színész
6013	315	847	színész
6014	114	227	színész
6015	358	883	színész
6017	360	1556	színész
6018	162	1636	színész
6019	147	327	színész
6021	73	883	színész
6022	170	61	színész
6023	459	737	rendező
6024	372	1117	színész
6025	16	715	színész
6026	196	941	forgatókönyvíró
6027	130	898	színész
6029	87	1333	színész
