az	peldanyaz	diakaz	el	vissza
6712	789	175	2009.10.12	2009.10.14
6713	310	158	2009.10.12	2009.10.25
6714	554	142	2009.10.12	2009.11.01
6715	538	118	2009.10.12	2009.10.13
6716	727	53	2009.10.12	2009.10.21
6717	564	48	2009.10.12	2009.11.10
6718	795	262	2009.10.12	2009.10.18
6719	809	230	2009.10.12	2009.11.05
6720	182	106	2009.10.12	2009.10.19
6721	760	135	2009.10.12	2009.10.17
6722	911	130	2009.10.12	2009.10.29
6723	626	173	2009.10.12	2009.10.27
6724	896	137	2009.10.12	2009.10.16
6725	31	212	2009.10.12	2009.11.02
6726	242	4	2009.10.12	2009.11.01
6727	844	19	2009.10.12	2009.10.14
6728	452	47	2009.10.12	2009.11.11
6729	12	230	2009.10.12	2009.11.10
6730	248	140	2009.10.12	2009.10.13
6731	226	48	2009.10.12	2009.10.13
6732	59	27	2009.10.12	2009.10.20
6733	327	37	2009.10.12	2009.10.15
6734	956	259	2009.10.12	2009.10.21
6735	425	123	2009.10.12	2009.10.30
6736	1097	146	2009.10.12	2009.10.18
6737	910	62	2009.10.12	2009.10.15
6738	152	144	2009.10.12	2009.10.17
6739	706	17	2009.10.12	2009.11.07
6740	782	241	2009.10.12	2009.11.02
6741	1026	92	2009.10.12	2009.10.26
6742	807	159	2009.10.12	2009.10.13
6743	560	261	2009.10.12	2009.11.08
6744	628	89	2009.10.12	2009.10.14
6745	785	121	2009.10.12	2009.10.20
6746	763	172	2009.10.12	2009.10.18
6747	508	71	2009.10.12	2009.10.13
6748	768	227	2009.10.12	2009.10.18
6749	105	250	2009.10.12	2009.11.11
6750	593	45	2009.10.12	2009.10.28
6751	209	7	2009.10.12	2009.10.30
6752	94	128	2009.10.12	2009.11.07
6753	687	190	2009.10.12	2009.10.14
6754	337	60	2009.10.12	2009.10.28
6755	524	110	2009.10.12	2009.10.15
6756	306	203	2009.10.12	2009.11.04
6757	526	216	2009.10.12	2009.10.19
6758	118	200	2009.10.12	2009.10.15
6759	450	15	2009.10.12	2009.10.15
6760	952	176	2009.10.12	2009.11.07
6761	333	15	2009.10.12	2009.10.17
6762	387	215	2009.10.12	2009.10.26
6763	1092	198	2009.10.12	2009.11.02
6764	137	38	2009.10.12	2009.10.26
6765	159	150	2009.10.12	2009.10.13
6766	729	95	2009.10.12	2009.10.17
6767	619	146	2009.10.13	2009.10.28
6768	186	5	2009.10.13	2009.10.18
6769	409	201	2009.10.13	2009.10.19
6770	928	86	2009.10.13	2009.10.26
6771	550	243	2009.10.13	2009.11.06
6772	870	174	2009.10.13	2009.11.04
6773	719	243	2009.10.13	2009.11.06
6774	339	119	2009.10.13	2009.10.19
6775	455	101	2009.10.13	2009.10.16
6776	533	200	2009.10.13	2009.10.16
6777	497	166	2009.10.13	2009.11.04
6778	365	151	2009.10.13	2009.10.21
6779	705	252	2009.10.13	2009.10.20
6780	39	141	2009.10.13	2009.11.02
6781	808	133	2009.10.13	2009.10.14
6782	551	143	2009.10.13	2009.10.18
6783	957	27	2009.10.13	2009.11.06
6784	101	177	2009.10.13	2009.10.17
6785	920	197	2009.10.13	2009.11.09
6786	86	14	2009.10.13	2009.10.20
6787	248	257	2009.10.13	2009.10.23
6788	166	209	2009.10.13	2009.11.12
6789	950	169	2009.10.13	2009.11.03
6790	458	238	2009.10.13	2009.10.31
6791	632	67	2009.10.13	2009.10.16
6792	158	149	2009.10.13	2009.11.07
6793	430	22	2009.10.13	2009.10.14
6794	622	249	2009.10.13	2009.10.26
6795	247	93	2009.10.13	2009.10.29
6796	878	229	2009.10.13	2009.11.10
6797	987	45	2009.10.13	2009.10.14
6798	7	33	2009.10.13	2009.10.23
6799	1068	206	2009.10.13	2009.10.18
6800	354	160	2009.10.13	2009.11.09
6801	790	252	2009.10.13	2009.10.14
6802	972	96	2009.10.13	2009.10.20
6803	658	97	2009.10.13	2009.10.14
6804	1031	260	2009.10.13	2009.11.01
6805	427	22	2009.10.13	2009.10.30
6806	304	188	2009.10.13	2009.10.17
6807	193	102	2009.10.13	2009.11.04
6808	908	170	2009.10.13	2009.10.15
6809	122	79	2009.10.13	2009.10.16
6810	476	128	2009.10.13	2009.11.10
6811	671	259	2009.10.13	2009.10.14
6812	721	14	2009.10.13	2009.10.17
6813	814	16	2009.10.13	2009.11.08
6814	718	28	2009.10.13	2009.10.19
6815	960	192	2009.10.13	2009.11.12
6816	804	35	2009.10.13	2009.10.15
6817	325	145	2009.10.13	2009.10.30
6818	410	131	2009.10.13	2009.11.09
6819	79	240	2009.10.13	2009.11.08
6820	297	261	2009.10.14	2009.11.13
6821	82	256	2009.10.14	2009.10.30
6822	924	260	2009.10.14	2009.10.27
6823	44	239	2009.10.14	2009.10.31
6824	109	97	2009.10.14	2009.10.24
6825	932	210	2009.10.14	2009.11.11
6826	395	215	2009.10.14	2009.11.12
6827	917	121	2009.10.14	2009.10.19
6828	762	158	2009.10.14	2009.10.18
6829	883	180	2009.10.14	2009.10.16
6830	255	139	2009.10.14	2009.10.31
6831	680	77	2009.10.14	2009.11.12
6832	909	184	2009.10.14	2009.10.29
6833	692	195	2009.10.14	2009.10.17
6834	816	137	2009.10.14	2009.11.09
6835	135	33	2009.10.14	2009.11.12
6836	235	41	2009.10.14	2009.10.16
6837	1056	264	2009.10.14	2009.10.21
6838	548	89	2009.10.14	2009.11.05
6839	241	161	2009.10.14	2009.11.04
6840	189	41	2009.10.14	2009.10.20
6841	769	121	2009.10.14	2009.10.19
6842	562	65	2009.10.14	2009.10.16
6843	258	184	2009.10.14	2009.11.04
6844	142	251	2009.10.14	2009.11.09
6845	832	260	2009.10.14	2009.11.06
6846	892	52	2009.10.14	2009.10.31
6847	1032	96	2009.10.14	2009.10.30
6848	65	212	2009.10.14	2009.10.31
6849	178	165	2009.10.14	2009.10.23
6850	599	42	2009.10.14	2009.10.16
6851	165	207	2009.10.14	2009.10.19
6852	50	97	2009.10.14	2009.10.16
6853	941	135	2009.10.14	2009.11.03
6854	1095	215	2009.10.14	2009.11.02
6855	953	35	2009.10.14	2009.10.28
6856	508	202	2009.10.14	2009.10.16
6857	790	80	2009.10.14	2009.11.09
6858	827	143	2009.10.14	2009.10.23
6859	978	62	2009.10.14	2009.10.31
6860	8	97	2009.10.14	2009.10.25
6861	371	213	2009.10.14	2009.11.09
6862	1070	208	2009.10.14	2009.10.28
6863	942	159	2009.10.14	2009.10.30
6864	687	105	2009.10.14	2009.10.18
6865	300	32	2009.10.14	2009.11.04
6866	553	240	2009.10.14	2009.11.09
6867	270	87	2009.10.14	2009.10.20
6868	784	142	2009.10.14	2009.11.06
6869	984	21	2009.10.14	2009.10.20
6870	876	111	2009.10.14	2009.10.29
6871	176	170	2009.10.14	2009.10.17
6872	912	59	2009.10.14	2009.10.30
6873	846	200	2009.10.14	2009.10.21
6874	544	33	2009.10.14	2009.10.21
6875	155	198	2009.10.14	2009.10.30
6876	799	251	2009.10.14	2009.10.28
6877	923	252	2009.10.14	2009.10.18
6878	754	125	2009.10.14	2009.10.15
6879	821	264	2009.10.14	2009.11.03
6880	14	119	2009.10.15	2009.10.20
6881	75	140	2009.10.15	2009.10.19
6882	1041	4	2009.10.15	2009.10.20
6883	1082	202	2009.10.15	2009.11.07
6884	284	167	2009.10.15	2009.10.21
6885	538	142	2009.10.15	2009.10.18
6886	463	205	2009.10.15	2009.10.25
6887	295	102	2009.10.15	2009.10.17
6888	386	69	2009.10.15	2009.11.13
6889	853	43	2009.10.15	2009.10.20
6890	858	57	2009.10.15	2009.10.17
6891	402	233	2009.10.15	2009.10.25
6892	657	118	2009.10.15	2009.10.19
6893	211	229	2009.10.15	2009.10.20
6894	290	138	2009.10.15	2009.11.13
6895	1007	227	2009.10.15	2009.10.19
6896	1091	23	2009.10.15	2009.10.17
6897	85	174	2009.10.15	2009.10.21
6898	747	176	2009.10.15	2009.10.27
6899	808	106	2009.10.15	2009.11.08
6900	734	262	2009.10.15	2009.10.26
6901	863	160	2009.10.15	2009.10.16
6902	206	97	2009.10.15	2009.10.30
6903	800	233	2009.10.15	2009.11.06
6904	53	122	2009.10.15	2009.10.18
6905	605	95	2009.10.15	2009.11.12
6906	865	91	2009.10.15	2009.10.25
6907	67	148	2009.10.15	2009.11.05
6908	185	226	2009.10.15	2009.10.19
6909	430	233	2009.10.15	2009.11.06
6910	711	193	2009.10.15	2009.10.30
6911	910	215	2009.10.15	2009.10.26
6912	572	74	2009.10.15	2009.10.16
6913	720	94	2009.10.15	2009.10.28
6914	592	50	2009.10.15	2009.10.28
6915	987	191	2009.10.15	2009.11.14
6916	523	1	2009.10.15	2009.11.11
6917	715	191	2009.10.15	2009.10.19
6918	748	264	2009.10.15	2009.10.31
6919	205	225	2009.10.15	2009.11.09
6920	848	89	2009.10.15	2009.10.26
6921	99	243	2009.10.15	2009.10.20
6922	757	104	2009.10.15	2009.10.17
6923	820	91	2009.10.15	2009.11.03
6924	54	162	2009.10.15	2009.10.25
6925	260	127	2009.10.15	2009.10.29
6926	332	82	2009.10.15	2009.10.26
6927	516	60	2009.10.15	2009.10.21
6928	614	141	2009.10.15	2009.10.16
6929	168	169	2009.10.15	2009.10.25
6930	1025	10	2009.10.15	2009.10.20
6931	41	251	2009.10.15	2009.10.29
6932	796	157	2009.10.15	2009.10.31
6933	682	159	2009.10.15	2009.10.18
6934	362	229	2009.10.15	2009.11.12
6935	964	21	2009.10.15	2009.10.18
6936	204	118	2009.10.15	2009.10.16
6937	453	213	2009.10.15	2009.10.16
6938	1064	133	2009.10.15	2009.11.05
6939	781	156	2009.10.15	2009.10.18
6940	470	60	2009.10.15	2009.11.10
6941	857	56	2009.10.15	2009.10.22
6942	671	9	2009.10.15	2009.10.21
6943	443	216	2009.10.15	2009.11.06
6944	1018	207	2009.10.15	2009.10.16
6945	1076	98	2009.10.15	2009.11.08
6946	543	166	2009.10.15	2009.10.22
6947	930	191	2009.10.15	2009.10.26
6948	460	86	2009.10.15	2009.11.06
6949	789	203	2009.10.16	2009.11.02
6950	794	233	2009.10.16	2009.10.17
6951	955	150	2009.10.16	2009.10.25
6952	1059	196	2009.10.16	2009.10.24
6953	826	102	2009.10.16	2009.11.13
6954	1015	100	2009.10.16	2009.10.23
6955	184	154	2009.10.16	2009.10.22
6956	567	143	2009.10.16	2009.10.30
6957	233	78	2009.10.16	2009.11.13
6958	131	233	2009.10.16	2009.10.18
6959	868	132	2009.10.16	2009.10.21
6960	455	223	2009.10.16	2009.10.20
6961	855	178	2009.10.16	2009.10.19
6962	308	255	2009.10.16	2009.10.17
6963	398	158	2009.10.16	2009.10.17
6964	519	142	2009.10.16	2009.10.19
6965	43	259	2009.10.16	2009.10.22
6966	607	7	2009.10.16	2009.10.30
6967	703	169	2009.10.16	2009.10.18
6968	477	150	2009.10.16	2009.10.20
6969	377	99	2009.10.16	2009.11.03
6970	56	131	2009.10.16	2009.11.01
6971	696	69	2009.10.16	2009.11.15
6972	417	20	2009.10.16	2009.11.03
6973	951	183	2009.10.16	2009.11.06
6974	713	43	2009.10.16	2009.10.21
6975	127	185	2009.10.16	2009.10.26
6976	292	233	2009.10.16	2009.10.18
6977	35	161	2009.10.16	2009.10.23
6978	336	164	2009.10.16	2009.10.20
6979	489	135	2009.10.16	2009.10.22
6980	699	146	2009.10.16	2009.10.23
6981	992	198	2009.10.16	2009.10.18
6982	1054	72	2009.10.16	2009.10.23
6983	479	105	2009.10.16	2009.11.10
6984	149	63	2009.10.16	2009.10.21
6985	55	89	2009.10.16	2009.10.19
6986	328	139	2009.10.16	2009.10.23
6987	50	7	2009.10.16	2009.11.12
6988	969	70	2009.10.16	2009.11.05
6989	574	147	2009.10.16	2009.10.22
6990	91	216	2009.10.16	2009.10.27
6991	698	223	2009.10.16	2009.11.04
6992	36	187	2009.10.16	2009.10.23
6993	407	233	2009.10.16	2009.11.03
6994	95	213	2009.10.16	2009.11.10
6995	400	99	2009.10.16	2009.10.26
6996	666	70	2009.10.16	2009.10.19
6997	933	239	2009.10.16	2009.10.19
6998	264	110	2009.10.16	2009.10.17
6999	985	93	2009.10.16	2009.10.22
7000	239	267	2009.10.16	2009.11.08
7001	559	172	2009.10.16	2009.10.20
7002	643	86	2009.10.16	2009.10.19
7003	372	87	2009.10.16	2009.10.28
7004	118	50	2009.10.16	2009.10.22
7005	759	15	2009.10.16	2009.10.21
7006	1085	195	2009.10.16	2009.10.17
7007	37	126	2009.10.16	2009.11.06
7008	1045	224	2009.10.16	2009.10.24
7009	450	144	2009.10.16	2009.10.30
7010	661	260	2009.10.16	2009.10.21
7011	1033	244	2009.10.16	2009.11.08
7012	338	41	2009.10.16	2009.11.14
7013	945	91	2009.10.16	2009.10.30
7014	352	187	2009.10.16	2009.10.23
7015	1083	140	2009.10.16	2009.11.05
7016	440	217	2009.10.16	2009.10.22
7017	259	188	2009.10.16	2009.10.24
7018	802	132	2009.10.16	2009.10.28
7019	78	84	2009.10.16	2009.11.11
7020	110	11	2009.10.16	2009.10.23
7021	330	151	2009.10.17	2009.11.14
7022	959	236	2009.10.17	2009.11.13
7023	624	182	2009.10.17	2009.10.24
7024	20	121	2009.10.17	2009.10.20
7025	552	100	2009.10.17	2009.11.04
7026	413	178	2009.10.17	2009.10.27
7027	890	105	2009.10.17	2009.11.01
7028	1069	166	2009.10.17	2009.10.19
7029	62	109	2009.10.17	2009.10.19
7030	322	211	2009.10.17	2009.11.03
7031	121	219	2009.10.17	2009.10.23
7032	136	267	2009.10.17	2009.11.08
7033	603	80	2009.10.17	2009.10.19
7034	893	242	2009.10.17	2009.10.25
7035	369	232	2009.10.17	2009.11.13
7036	276	108	2009.10.17	2009.10.24
7037	1013	193	2009.10.17	2009.11.15
7038	766	268	2009.10.17	2009.10.21
7039	63	244	2009.10.17	2009.10.29
7040	595	28	2009.10.17	2009.10.20
7041	517	244	2009.10.17	2009.10.23
7042	49	127	2009.10.17	2009.11.09
7043	249	263	2009.10.17	2009.11.16
7044	695	13	2009.10.17	2009.11.07
7045	558	254	2009.10.17	2009.10.29
7046	275	12	2009.10.17	2009.10.31
7047	547	125	2009.10.17	2009.10.23
7048	685	229	2009.10.17	2009.10.22
7049	991	70	2009.10.17	2009.10.18
7050	451	253	2009.10.17	2009.10.31
7051	278	48	2009.10.17	2009.10.31
7052	370	39	2009.10.17	2009.10.22
7053	874	213	2009.10.17	2009.10.21
7054	301	48	2009.10.17	2009.10.26
7055	527	37	2009.10.17	2009.10.19
7056	599	118	2009.10.17	2009.10.19
7057	448	96	2009.10.17	2009.10.28
7058	606	174	2009.10.17	2009.10.31
7059	81	59	2009.10.17	2009.10.20
7060	746	172	2009.10.17	2009.10.20
7061	392	171	2009.10.17	2009.10.23
7062	254	167	2009.10.17	2009.11.13
7063	1063	225	2009.10.17	2009.11.07
7064	129	244	2009.10.17	2009.10.22
7065	916	76	2009.10.17	2009.11.11
7066	708	38	2009.10.17	2009.10.31
7067	96	268	2009.10.17	2009.11.03
7068	586	48	2009.10.17	2009.11.04
7069	289	74	2009.10.17	2009.10.18
7070	314	262	2009.10.17	2009.11.11
7071	609	46	2009.10.17	2009.10.28
7072	421	101	2009.10.17	2009.10.25
7073	1061	264	2009.10.17	2009.11.16
7074	197	255	2009.10.17	2009.10.22
7075	436	123	2009.10.17	2009.11.13
7076	1084	36	2009.10.17	2009.10.20
7077	431	211	2009.10.17	2009.10.23
7078	690	265	2009.10.17	2009.10.21
7079	441	92	2009.10.17	2009.10.24
7080	616	251	2009.10.17	2009.10.18
7081	1018	180	2009.10.17	2009.10.18
7082	143	267	2009.10.17	2009.10.21
7083	1050	160	2009.10.17	2009.10.23
7084	411	35	2009.10.17	2009.10.20
7085	937	254	2009.10.17	2009.10.24
7086	729	200	2009.10.17	2009.10.31
7087	499	49	2009.10.17	2009.10.18
7088	491	118	2009.10.18	2009.10.24
7089	531	58	2009.10.18	2009.11.08
7090	186	142	2009.10.18	2009.11.13
7091	922	226	2009.10.18	2009.10.19
7092	875	19	2009.10.18	2009.10.24
7093	131	169	2009.10.18	2009.10.22
7094	692	80	2009.10.18	2009.10.21
7095	730	178	2009.10.18	2009.10.22
7096	948	149	2009.10.18	2009.11.07
7097	1046	245	2009.10.18	2009.10.21
7098	510	114	2009.10.18	2009.10.22
7099	309	117	2009.10.18	2009.10.28
7100	1034	139	2009.10.18	2009.11.04
7101	344	66	2009.10.18	2009.11.04
7102	582	129	2009.10.18	2009.11.09
7103	849	22	2009.10.18	2009.10.29
7104	776	205	2009.10.18	2009.11.08
7105	940	252	2009.10.18	2009.10.25
7106	1086	180	2009.10.18	2009.10.25
7107	743	109	2009.10.18	2009.10.21
7108	403	191	2009.10.18	2009.11.06
7109	897	176	2009.10.18	2009.11.13
7110	292	169	2009.10.18	2009.10.22
7111	379	179	2009.10.18	2009.10.29
7112	992	262	2009.10.18	2009.10.19
7113	572	130	2009.10.18	2009.11.15
7114	919	209	2009.10.18	2009.11.14
7115	518	234	2009.10.18	2009.11.12
7116	151	149	2009.10.18	2009.11.06
7117	665	76	2009.10.18	2009.10.25
7118	904	198	2009.10.18	2009.11.13
7119	61	141	2009.10.18	2009.11.07
7120	287	261	2009.10.18	2009.10.19
7121	532	57	2009.10.18	2009.11.11
7122	282	63	2009.10.18	2009.10.22
7123	335	11	2009.10.18	2009.11.02
7124	375	134	2009.10.18	2009.10.25
7125	757	77	2009.10.18	2009.10.19
7126	227	208	2009.10.18	2009.10.19
7127	120	1	2009.10.18	2009.11.14
7128	399	22	2009.10.18	2009.10.25
7129	345	149	2009.10.18	2009.11.11
7130	1035	263	2009.10.18	2009.10.21
7131	224	217	2009.10.18	2009.11.11
7132	146	155	2009.10.18	2009.10.21
7133	578	266	2009.10.18	2009.10.23
7134	97	232	2009.10.18	2009.10.21
7135	682	63	2009.10.18	2009.10.24
7136	775	204	2009.10.18	2009.10.25
7137	914	254	2009.10.18	2009.10.25
7138	687	158	2009.10.18	2009.11.01
7139	830	43	2009.10.18	2009.11.04
7140	737	44	2009.10.18	2009.11.09
7141	524	230	2009.10.18	2009.10.29
7142	234	225	2009.10.18	2009.10.21
7143	426	107	2009.10.18	2009.11.06
7144	176	130	2009.10.18	2009.11.04
7145	18	243	2009.10.18	2009.10.21
7146	1100	18	2009.10.18	2009.11.17
7147	1018	246	2009.10.18	2009.11.10
7148	1060	113	2009.10.18	2009.10.27
7149	923	198	2009.10.18	2009.10.22
7150	818	112	2009.10.18	2009.10.22
7151	973	199	2009.10.18	2009.11.02
7152	174	159	2009.10.18	2009.10.23
7153	123	121	2009.10.19	2009.11.03
7154	75	208	2009.10.19	2009.10.28
7155	360	226	2009.10.19	2009.11.05
7156	557	191	2009.10.19	2009.10.20
7157	347	7	2009.10.19	2009.11.14
7158	917	157	2009.10.19	2009.10.21
7159	30	139	2009.10.19	2009.11.15
7160	883	167	2009.10.19	2009.11.04
7161	778	243	2009.10.19	2009.11.15
7162	587	38	2009.10.19	2009.10.25
7163	989	150	2009.10.19	2009.11.11
7164	533	110	2009.10.19	2009.11.04
7165	112	16	2009.10.19	2009.10.23
7166	238	161	2009.10.19	2009.10.26
7167	872	133	2009.10.19	2009.10.29
7168	420	195	2009.10.19	2009.10.23
7169	863	252	2009.10.19	2009.11.11
7170	471	198	2009.10.19	2009.10.30
7171	905	111	2009.10.19	2009.11.03
7172	177	118	2009.10.19	2009.10.22
7173	726	71	2009.10.19	2009.10.25
7174	187	101	2009.10.19	2009.10.26
7175	312	46	2009.10.19	2009.11.08
7176	683	102	2009.10.19	2009.11.06
7177	60	138	2009.10.19	2009.11.05
7178	327	73	2009.10.19	2009.11.01
7179	684	2	2009.10.19	2009.11.04
7180	1097	108	2009.10.19	2009.10.21
7181	632	41	2009.10.19	2009.11.17
7182	388	187	2009.10.19	2009.11.13
7183	488	212	2009.10.19	2009.10.22
7184	348	164	2009.10.19	2009.10.20
7185	225	142	2009.10.19	2009.11.12
7186	23	140	2009.10.19	2009.11.03
7187	581	228	2009.10.19	2009.11.17
7188	181	55	2009.10.19	2009.10.29
7189	813	223	2009.10.19	2009.11.17
7190	588	76	2009.10.19	2009.10.21
7191	349	233	2009.10.19	2009.11.04
7192	361	28	2009.10.19	2009.10.27
7193	1010	164	2009.10.19	2009.10.23
7194	453	159	2009.10.19	2009.10.27
7195	1055	254	2009.10.19	2009.11.13
7196	140	127	2009.10.19	2009.11.02
7197	291	217	2009.10.19	2009.11.16
7198	576	173	2009.10.19	2009.11.07
7199	1078	178	2009.10.19	2009.10.23
7200	173	208	2009.10.19	2009.10.26
7201	679	224	2009.10.19	2009.10.26
7202	14	116	2009.10.20	2009.11.18
7203	676	137	2009.10.20	2009.10.23
7204	257	173	2009.10.20	2009.10.31
7205	786	19	2009.10.20	2009.10.25
7206	24	190	2009.10.20	2009.10.24
7207	116	254	2009.10.20	2009.10.23
7208	864	245	2009.10.20	2009.10.23
7209	929	9	2009.10.20	2009.10.21
7210	825	19	2009.10.20	2009.10.26
7211	858	182	2009.10.20	2009.10.27
7212	842	191	2009.10.20	2009.10.31
7213	315	155	2009.10.20	2009.10.25
7214	485	115	2009.10.20	2009.10.23
7215	629	224	2009.10.20	2009.10.25
7216	1004	53	2009.10.20	2009.10.22
7217	305	18	2009.10.20	2009.10.24
7218	26	76	2009.10.20	2009.10.30
7219	615	203	2009.10.20	2009.11.01
7220	777	133	2009.10.20	2009.11.12
7221	980	229	2009.10.20	2009.10.26
7222	771	98	2009.10.20	2009.11.17
7223	262	52	2009.10.20	2009.10.24
7224	542	267	2009.10.20	2009.11.12
7225	353	159	2009.10.20	2009.10.21
7226	236	144	2009.10.20	2009.10.25
7227	336	185	2009.10.20	2009.11.14
7228	859	248	2009.10.20	2009.10.27
7229	1014	148	2009.10.20	2009.10.21
7230	152	201	2009.10.20	2009.11.07
7231	673	250	2009.10.20	2009.11.14
7232	805	39	2009.10.20	2009.11.19
7233	1072	158	2009.10.20	2009.10.26
7234	89	45	2009.10.20	2009.11.05
7235	774	2	2009.10.20	2009.10.26
7236	898	217	2009.10.20	2009.10.24
7237	660	207	2009.10.20	2009.10.27
7238	580	182	2009.10.20	2009.10.22
7239	822	262	2009.10.20	2009.10.27
7240	1068	61	2009.10.20	2009.11.10
7241	763	64	2009.10.20	2009.11.08
7242	71	49	2009.10.20	2009.10.27
7243	316	80	2009.10.20	2009.10.31
7244	341	215	2009.10.20	2009.10.21
7245	829	213	2009.10.20	2009.11.03
7246	972	224	2009.10.20	2009.11.11
7247	861	9	2009.10.20	2009.11.18
7248	6	233	2009.10.20	2009.10.22
7249	520	240	2009.10.20	2009.10.22
7250	828	207	2009.10.20	2009.10.25
7251	1074	201	2009.10.20	2009.10.22
7252	801	10	2009.10.20	2009.10.30
7253	931	122	2009.10.20	2009.11.15
7254	954	184	2009.10.20	2009.10.21
7255	1002	107	2009.10.20	2009.10.26
7256	40	219	2009.10.20	2009.10.28
7257	210	189	2009.10.20	2009.11.01
7258	170	115	2009.10.20	2009.10.30
7259	228	106	2009.10.20	2009.10.25
7260	526	37	2009.10.20	2009.11.07
7261	355	125	2009.10.20	2009.10.31
7262	229	114	2009.10.20	2009.10.26
7263	195	60	2009.10.20	2009.10.22
7264	1047	2	2009.10.20	2009.11.04
7265	1075	75	2009.10.20	2009.11.10
7266	11	237	2009.10.20	2009.11.02
7267	164	21	2009.10.20	2009.11.06
7268	456	84	2009.10.21	2009.11.15
7269	495	22	2009.10.21	2009.11.08
7270	1041	80	2009.10.21	2009.11.10
7271	113	33	2009.10.21	2009.11.10
7272	538	229	2009.10.21	2009.10.30
7273	836	41	2009.10.21	2009.11.19
7274	929	47	2009.10.21	2009.11.05
7275	762	81	2009.10.21	2009.10.22
7276	454	230	2009.10.21	2009.10.26
7277	755	112	2009.10.21	2009.10.28
7278	765	223	2009.10.21	2009.10.30
7279	423	236	2009.10.21	2009.10.27
7280	598	245	2009.10.21	2009.10.23
7281	653	237	2009.10.21	2009.10.22
7282	504	154	2009.10.21	2009.10.26
7283	1007	212	2009.10.21	2009.10.23
7284	513	82	2009.10.21	2009.10.22
7285	439	134	2009.10.21	2009.11.15
7286	882	205	2009.10.21	2009.11.19
7287	750	14	2009.10.21	2009.10.22
7288	106	120	2009.10.21	2009.10.25
7289	299	188	2009.10.21	2009.11.07
7290	477	245	2009.10.21	2009.10.24
7291	613	65	2009.10.21	2009.10.30
7292	468	237	2009.10.21	2009.10.25
7293	566	47	2009.10.21	2009.11.20
7294	869	45	2009.10.21	2009.11.12
7295	995	138	2009.10.21	2009.10.29
7296	53	214	2009.10.21	2009.10.25
7297	766	94	2009.10.21	2009.11.07
7298	77	85	2009.10.21	2009.11.08
7299	192	124	2009.10.21	2009.10.22
7300	286	117	2009.10.21	2009.10.24
7301	405	31	2009.10.21	2009.10.22
7302	185	89	2009.10.21	2009.10.24
7303	996	38	2009.10.21	2009.10.27
7304	383	100	2009.10.21	2009.10.27
7305	428	215	2009.10.21	2009.11.03
7306	927	54	2009.10.21	2009.10.24
7307	293	27	2009.10.21	2009.11.04
7308	968	26	2009.10.21	2009.11.09
7309	99	105	2009.10.21	2009.11.14
7310	81	86	2009.10.21	2009.10.26
7311	667	146	2009.10.21	2009.11.17
7312	272	83	2009.10.21	2009.10.23
7313	279	136	2009.10.21	2009.11.14
7314	321	267	2009.10.21	2009.10.26
7315	768	80	2009.10.21	2009.11.02
7316	1053	143	2009.10.21	2009.10.23
7317	666	197	2009.10.21	2009.10.25
7318	438	178	2009.10.21	2009.11.05
7319	753	88	2009.10.21	2009.10.28
7320	933	136	2009.10.21	2009.10.24
7321	269	25	2009.10.21	2009.11.11
7322	954	180	2009.10.21	2009.10.26
7323	610	171	2009.10.21	2009.10.30
7324	588	12	2009.10.21	2009.10.25
7325	742	112	2009.10.21	2009.11.02
7326	643	126	2009.10.21	2009.10.31
7327	196	4	2009.10.21	2009.10.25
7328	877	18	2009.10.21	2009.10.24
7329	721	166	2009.10.21	2009.11.16
7330	815	214	2009.10.21	2009.11.14
7331	9	250	2009.10.21	2009.10.31
7332	616	134	2009.10.21	2009.10.28
7333	280	248	2009.10.21	2009.11.01
7334	1077	125	2009.10.21	2009.11.06
7335	654	110	2009.10.21	2009.11.05
7336	966	227	2009.10.21	2009.10.25
7337	1030	181	2009.10.21	2009.11.18
7338	638	116	2009.10.21	2009.10.28
7339	761	169	2009.10.21	2009.10.22
7340	804	86	2009.10.21	2009.10.25
7341	1048	153	2009.10.21	2009.11.04
7342	499	180	2009.10.21	2009.10.23
7343	617	99	2009.10.22	2009.10.28
7344	415	85	2009.10.22	2009.10.25
7345	20	90	2009.10.22	2009.11.13
7346	409	186	2009.10.22	2009.10.28
7347	688	84	2009.10.22	2009.10.29
7348	191	121	2009.10.22	2009.10.31
7349	211	225	2009.10.22	2009.10.23
7350	267	77	2009.10.22	2009.10.28
7351	401	109	2009.10.22	2009.10.23
7352	222	152	2009.10.22	2009.11.03
7353	365	10	2009.10.22	2009.11.16
7354	705	94	2009.10.22	2009.10.23
7355	650	27	2009.10.22	2009.11.04
7356	472	36	2009.10.22	2009.10.30
7357	847	175	2009.10.22	2009.11.09
7358	484	139	2009.10.22	2009.11.08
7359	435	153	2009.10.22	2009.10.24
7360	74	138	2009.10.22	2009.10.29
7361	1058	223	2009.10.22	2009.10.26
7362	57	55	2009.10.22	2009.10.25
7363	956	7	2009.10.22	2009.10.23
7364	251	25	2009.10.22	2009.11.01
7365	1097	268	2009.10.22	2009.11.08
7366	25	220	2009.10.22	2009.10.27
7367	546	7	2009.10.22	2009.10.24
7368	412	56	2009.10.22	2009.11.20
7369	536	107	2009.10.22	2009.10.30
7370	584	163	2009.10.22	2009.10.30
7371	348	169	2009.10.22	2009.11.16
7372	589	172	2009.10.22	2009.10.26
7373	599	221	2009.10.22	2009.10.31
