id	hallgatoid	datum	lap	oldal
1809	44	2012.11.25	3	2
1810	33	2012.11.25	12	1
1811	83	2012.11.25	28	1
1812	1	2012.11.25	17	1
1813	7	2012.11.25	27	1
1814	78	2012.11.26	4	2
1815	80	2012.11.27	21	1
1816	63	2012.11.27	26	1
1817	85	2012.11.27	10	1
1818	48	2012.11.27	2	1
1819	31	2012.11.27	29	1
1820	65	2012.11.27	17	2
1821	13	2012.11.27	18	1
1822	55	2012.11.27	12	1
1823	20	2012.11.27	16	1
1824	33	2012.11.27	27	1
1825	35	2012.11.27	17	1
1826	66	2012.11.27	4	1
1827	67	2012.11.27	26	2
1828	85	2012.11.27	2	1
1829	42	2012.11.27	16	1
1830	68	2012.11.27	5	2
1831	3	2012.11.27	6	2
1832	25	2012.11.27	15	2
1833	56	2012.11.27	7	1
1834	45	2012.11.27	23	1
1835	70	2012.11.27	18	1
1836	92	2012.11.27	3	1
1837	48	2012.11.27	9	1
1838	82	2012.11.27	18	1
1839	73	2012.11.27	18	1
1840	88	2012.11.27	17	2
1841	43	2012.11.27	28	1
1842	82	2012.11.27	11	1
1843	12	2012.11.28	15	1
1844	81	2012.11.28	28	1
1845	51	2012.11.28	23	1
1846	11	2012.11.28	8	1
1847	3	2012.11.28	26	2
1848	53	2012.11.28	26	1
1849	89	2012.11.28	18	1
1850	40	2012.11.28	4	1
1851	48	2012.11.28	27	1
1852	65	2012.11.28	3	1
1853	52	2012.11.28	4	1
1854	47	2012.11.29	27	2
1855	60	2012.11.30	10	1
1856	72	2012.12.01	27	2
1857	3	2012.12.01	14	1
1858	80	2012.12.01	30	1
1859	35	2012.12.01	16	2
1860	89	2012.12.01	17	1
1861	15	2012.12.01	20	1
1862	61	2012.12.01	4	1
1863	54	2012.12.01	12	1
1864	13	2012.12.01	7	1
1865	38	2012.12.01	12	1
1866	8	2012.12.01	14	1
1867	14	2012.12.01	8	1
1868	44	2012.12.01	10	1
1869	5	2012.12.01	16	1
1870	14	2012.12.01	15	1
1871	59	2012.12.01	26	2
1872	61	2012.12.01	16	1
1873	47	2012.12.01	21	2
1874	24	2012.12.01	1	1
1875	65	2012.12.01	27	2
1876	55	2012.12.01	13	1
1877	86	2012.12.01	15	1
1878	25	2012.12.01	2	1
1879	74	2012.12.01	15	1
1880	64	2012.12.01	30	1
1881	18	2012.12.01	15	2
1882	42	2012.12.01	18	1
1883	58	2012.12.01	6	1
1884	55	2012.12.01	5	2
1885	61	2012.12.01	9	1
1886	6	2012.12.01	22	2
1887	69	2012.12.01	8	1
1888	17	2012.12.01	5	1
1889	90	2012.12.01	3	1
1890	57	2012.12.01	10	2
1891	2	2012.12.01	23	1
1892	45	2012.12.01	6	1
1893	55	2012.12.01	18	1
1894	56	2012.12.01	28	1
1895	39	2012.12.01	14	1
1896	59	2012.12.01	25	1
1897	10	2012.12.01	18	1
1898	92	2012.12.01	27	1
1899	4	2012.12.01	18	1
1900	48	2012.12.01	15	1
1901	67	2012.12.01	25	1
1902	34	2012.12.01	19	1
1903	31	2012.12.01	12	1
1904	20	2012.12.01	29	2
1905	85	2012.12.01	9	1
1906	58	2012.12.01	19	1
1907	14	2012.12.01	20	1
1908	27	2012.12.01	7	1
1909	87	2012.12.01	30	1
1910	17	2012.12.01	6	1
1911	2	2012.12.01	18	2
1912	82	2012.12.01	15	1
1913	89	2012.12.01	23	2
1914	53	2012.12.01	2	1
1915	33	2012.12.01	28	1
1916	73	2012.12.01	22	1
1917	38	2012.12.01	1	2
1918	54	2012.12.01	20	1
1919	66	2012.12.01	11	1
1920	41	2012.12.01	2	1
1921	68	2012.12.01	30	2
1922	22	2012.12.01	7	1
1923	17	2012.12.01	23	2
1924	3	2012.12.01	14	1
1925	84	2012.12.01	21	1
1926	90	2012.12.01	19	1
1927	30	2012.12.01	7	2
1928	44	2012.12.01	2	1
1929	44	2012.12.01	29	1
1930	52	2012.12.01	9	1
1931	28	2012.12.01	3	2
1932	81	2012.12.01	15	2
1933	43	2012.12.01	7	1
1934	77	2012.12.01	3	1
1935	78	2012.12.01	15	2
1936	88	2012.12.01	28	2
1937	19	2012.12.01	6	2
1938	41	2012.12.01	16	2
1939	69	2012.12.01	7	1
1940	66	2012.12.01	26	1
1941	66	2012.12.01	23	2
1942	72	2012.12.01	23	1
1943	20	2012.12.01	4	1
1944	91	2012.12.01	14	1
1945	44	2012.12.01	27	1
1946	40	2012.12.01	22	1
1947	19	2012.12.01	20	1
1948	79	2012.12.01	4	2
1949	25	2012.12.01	5	1
1950	15	2012.12.01	7	1
1951	75	2012.12.01	8	1
1952	83	2012.12.01	17	1
1953	2	2012.12.01	28	1
1954	85	2012.12.01	20	1
1955	3	2012.12.02	13	1
1956	42	2012.12.02	26	1
1957	73	2012.12.02	17	2
1958	33	2012.12.02	15	1
1959	67	2012.12.02	13	1
1960	42	2012.12.02	26	1
1961	91	2012.12.02	12	2
1962	7	2012.12.02	22	1
1963	73	2012.12.03	21	1
1964	23	2012.12.04	5	1
1965	29	2012.12.04	17	1
1966	57	2012.12.04	18	1
1967	54	2012.12.04	25	2
1968	88	2012.12.04	22	2
1969	55	2012.12.04	28	1
1970	63	2012.12.04	21	2
1971	47	2012.12.04	12	1
1972	69	2012.12.04	9	1
1973	41	2012.12.04	3	1
1974	19	2012.12.04	9	2
1975	59	2012.12.04	2	1
1976	45	2012.12.04	21	1
1977	36	2012.12.04	13	1
1978	38	2012.12.04	10	2
1979	56	2012.12.04	16	1
1980	74	2012.12.04	23	1
1981	44	2012.12.04	11	1
1982	18	2012.12.04	27	1
1983	16	2012.12.04	25	1
1984	27	2012.12.04	24	2
1985	40	2012.12.04	2	1
1986	82	2012.12.04	3	1
1987	38	2012.12.04	21	1
1988	79	2012.12.04	21	1
1989	71	2012.12.04	25	1
1990	36	2012.12.04	24	1
1991	46	2012.12.04	27	2
1992	16	2012.12.04	10	2
1993	68	2012.12.04	9	1
1994	73	2012.12.04	16	1
1995	48	2012.12.04	16	1
1996	70	2012.12.04	9	1
1997	86	2012.12.04	15	1
1998	42	2012.12.04	6	1
1999	37	2012.12.04	13	1
2000	35	2012.12.04	26	1
2001	17	2012.12.04	18	1
2002	37	2012.12.05	27	1
2003	14	2012.12.05	28	1
2004	5	2012.12.05	29	1
2005	64	2012.12.05	8	2
2006	5	2012.12.05	28	1
2007	31	2012.12.05	22	2
2008	65	2012.12.05	20	1
2009	51	2012.12.05	14	1
2010	62	2012.12.05	4	1
2011	18	2012.12.05	18	2
2012	2	2012.12.06	29	2
2013	41	2012.12.06	8	2
2014	52	2012.12.06	2	1
2015	14	2012.12.06	22	1
2016	84	2012.12.06	26	1
2017	53	2012.12.06	11	2
2018	40	2012.12.06	29	1
2019	47	2012.12.06	4	1
2020	2	2012.12.06	11	2
2021	60	2012.12.06	3	1
2022	82	2012.12.06	20	1
2023	47	2012.12.06	6	1
2024	55	2012.12.06	15	1
2025	41	2012.12.06	27	1
2026	68	2012.12.06	23	1
2027	38	2012.12.06	11	1
2028	21	2012.12.06	27	2
2029	58	2012.12.06	28	1
2030	70	2012.12.06	19	2
2031	43	2012.12.06	1	1
2032	64	2012.12.06	26	1
2033	63	2012.12.06	7	1
2034	26	2012.12.06	19	2
2035	15	2012.12.06	5	1
2036	46	2012.12.06	11	1
2037	81	2012.12.06	9	1
2038	40	2012.12.06	1	1
2039	26	2012.12.06	23	2
2040	69	2012.12.06	26	1
2041	34	2012.12.06	20	2
2042	23	2012.12.07	5	1
2043	83	2012.12.07	7	1
2044	19	2012.12.07	4	1
2045	4	2012.12.07	9	2
2046	91	2012.12.07	24	2
2047	41	2012.12.07	9	1
2048	54	2012.12.07	26	1
2049	34	2012.12.07	30	1
2050	44	2012.12.07	3	1
2051	60	2012.12.07	28	1
2052	59	2012.12.07	17	1
2053	30	2012.12.07	4	2
2054	30	2012.12.07	29	1
2055	39	2012.12.07	18	1
2056	33	2012.12.07	19	1
2057	47	2012.12.07	21	2
2058	86	2012.12.07	26	1
2059	49	2012.12.07	14	1
2060	4	2012.12.07	3	1
2061	38	2012.12.07	20	1
2062	36	2012.12.07	21	2
2063	75	2012.12.07	30	1
2064	57	2012.12.07	8	1
2065	18	2012.12.07	28	1
2066	73	2012.12.07	7	2
2067	62	2012.12.07	19	1
2068	83	2012.12.07	16	1
2069	76	2012.12.07	16	1
2070	37	2012.12.07	11	1
2071	4	2012.12.07	28	1
2072	29	2012.12.07	15	1
2073	22	2012.12.07	5	1
2074	78	2012.12.07	5	1
2075	75	2012.12.07	11	1
2076	5	2012.12.07	12	2
2077	39	2012.12.08	18	2
2078	83	2012.12.08	21	1
2079	36	2012.12.08	2	2
2080	13	2012.12.08	9	1
2081	40	2012.12.08	24	1
2082	41	2012.12.08	25	1
2083	3	2012.12.08	9	1
2084	40	2012.12.08	21	1
2085	80	2012.12.08	18	1
2086	18	2012.12.08	12	1
2087	9	2012.12.08	25	1
2088	77	2012.12.08	23	1
2089	39	2012.12.08	20	1
2090	33	2012.12.08	14	1
2091	19	2012.12.08	14	2
2092	66	2012.12.08	29	1
2093	49	2012.12.09	29	2
2094	77	2012.12.09	16	1
2095	58	2012.12.09	4	2
2096	74	2012.12.09	10	1
2097	9	2012.12.09	11	1
2098	89	2012.12.09	3	1
2099	42	2012.12.09	18	2
2100	34	2012.12.09	7	1
2101	72	2012.12.09	17	1
2102	17	2012.12.09	19	2
2103	41	2012.12.09	27	2
2104	6	2012.12.09	9	1
2105	19	2012.12.09	9	2
2106	56	2012.12.09	29	1
2107	67	2012.12.09	22	2
2108	89	2012.12.09	20	1
2109	83	2012.12.09	23	2
2110	28	2012.12.09	9	1
2111	63	2012.12.09	23	1
2112	73	2012.12.09	3	2
2113	20	2012.12.09	8	1
2114	67	2012.12.09	11	2
2115	54	2012.12.09	9	1
2116	25	2012.12.09	15	1
2117	56	2012.12.09	23	2
2118	73	2012.12.09	4	1
2119	21	2012.12.09	28	1
2120	18	2012.12.09	6	1
2121	86	2012.12.09	10	1
2122	62	2012.12.09	5	2
2123	26	2012.12.09	2	2
2124	9	2012.12.09	26	1
2125	27	2012.12.09	14	1
2126	36	2012.12.09	2	2
2127	7	2012.12.09	10	2
2128	10	2012.12.09	10	1
2129	63	2012.12.09	8	1
2130	9	2012.12.09	6	1
2131	62	2012.12.09	21	2
2132	76	2012.12.09	29	2
2133	68	2012.12.09	17	1
2134	63	2012.12.09	6	1
2135	68	2012.12.09	11	1
2136	79	2012.12.09	10	2
2137	40	2012.12.09	16	1
2138	76	2012.12.09	28	1
2139	52	2012.12.10	24	2
2140	42	2012.12.10	1	1
2141	80	2012.12.10	28	2
2142	82	2012.12.10	29	1
2143	64	2012.12.10	19	1
2144	26	2012.12.10	30	1
2145	22	2012.12.10	21	1
2146	71	2012.12.10	28	1
2147	17	2012.12.10	23	2
2148	79	2012.12.10	20	2
2149	27	2012.12.10	22	2
2150	20	2012.12.10	19	1
2151	46	2012.12.10	18	1
2152	10	2012.12.10	16	1
2153	81	2012.12.10	25	1
2154	48	2012.12.10	30	1
2155	92	2012.12.10	15	1
2156	51	2012.12.10	10	2
2157	44	2012.12.10	10	2
2158	55	2012.12.10	18	2
2159	89	2012.12.10	22	1
2160	85	2012.12.10	17	2
2161	10	2012.12.10	10	1
2162	55	2012.12.10	15	1
2163	39	2012.12.10	18	2
2164	37	2012.12.10	24	1
2165	54	2012.12.10	19	1
2166	55	2012.12.10	20	1
2167	64	2012.12.10	7	2
2168	35	2012.12.10	21	2
2169	30	2012.12.10	12	1
2170	50	2012.12.10	15	2
2171	74	2012.12.10	30	1
2172	37	2012.12.10	23	2
2173	58	2012.12.10	12	2
2174	60	2012.12.10	22	1
2175	22	2012.12.10	14	2
2176	23	2012.12.10	1	2
2177	36	2012.12.10	14	1
2178	39	2012.12.10	6	1
2179	55	2012.12.10	13	1
2180	58	2012.12.10	6	2
2181	89	2012.12.10	18	1
2182	49	2012.12.10	17	1
2183	6	2012.12.10	27	2
2184	5	2012.12.10	10	2
2185	4	2012.12.10	3	1
2186	72	2012.12.10	25	1
2187	90	2012.12.10	30	2
2188	50	2012.12.10	3	1
2189	90	2012.12.10	16	1
2190	34	2012.12.10	25	1
2191	56	2012.12.10	21	1
2192	62	2012.12.10	5	2
2193	25	2012.12.10	5	1
2194	51	2012.12.10	23	2
2195	14	2012.12.10	13	1
2196	60	2012.12.11	9	1
2197	59	2012.12.11	10	1
2198	53	2012.12.11	14	1
2199	70	2012.12.11	4	2
2200	4	2012.12.11	29	1
2201	11	2012.12.11	25	1
2202	53	2012.12.11	23	1
2203	66	2012.12.11	15	2
2204	41	2012.12.11	30	2
2205	8	2012.12.11	11	1
2206	57	2012.12.12	17	1
2207	63	2012.12.12	22	2
2208	72	2012.12.12	5	1
2209	17	2012.12.12	6	1
2210	50	2012.12.12	8	1
2211	57	2012.12.13	20	2
2212	2	2012.12.14	25	1
2213	79	2012.12.14	24	1
2214	88	2012.12.14	5	1
2215	18	2012.12.14	14	1
2216	57	2012.12.14	3	1
2217	23	2012.12.14	6	2
2218	57	2012.12.14	20	1
2219	60	2012.12.14	14	1
2220	68	2012.12.14	23	1
2221	82	2012.12.14	9	1
2222	34	2012.12.14	15	1
2223	6	2012.12.14	5	2
2224	27	2012.12.14	15	1
2225	90	2012.12.14	9	2
2226	41	2012.12.14	30	1
2227	69	2012.12.14	24	1
2228	82	2012.12.14	7	2
2229	65	2012.12.14	16	1
2230	79	2012.12.14	2	1
2231	39	2012.12.14	5	2
2232	67	2012.12.14	11	1
2233	81	2012.12.14	14	2
2234	50	2012.12.15	26	2
2235	47	2012.12.15	16	1
2236	33	2012.12.15	25	1
2237	25	2012.12.15	25	1
2238	16	2012.12.15	4	1
2239	90	2012.12.15	8	2
2240	36	2012.12.15	16	2
2241	66	2012.12.15	9	1
2242	27	2012.12.15	26	1
2243	15	2012.12.15	1	1
2244	79	2012.12.15	29	2
2245	83	2012.12.15	8	1
2246	50	2012.12.15	16	2
2247	16	2012.12.15	15	1
2248	3	2012.12.15	21	1
2249	14	2012.12.16	16	2
2250	88	2012.12.16	18	2
2251	24	2012.12.16	7	1
2252	64	2012.12.16	11	1
2253	60	2012.12.16	2	1
2254	45	2012.12.16	26	1
2255	16	2012.12.16	28	1
2256	22	2012.12.16	9	1
2257	4	2012.12.16	15	1
2258	4	2012.12.16	27	1
2259	88	2012.12.16	12	2
2260	64	2012.12.16	6	1
2261	25	2012.12.16	12	1
2262	41	2012.12.16	7	1
2263	92	2012.12.16	10	1
2264	30	2012.12.16	24	2
2265	37	2012.12.16	2	1
2266	58	2012.12.16	13	1
2267	82	2012.12.16	20	1
2268	79	2012.12.17	13	1
2269	68	2012.12.17	15	1
2270	6	2012.12.17	27	1
2271	20	2012.12.17	10	1
2272	50	2012.12.17	10	2
2273	33	2012.12.17	28	1
2274	67	2012.12.17	21	2
2275	87	2012.12.17	16	1
2276	89	2012.12.18	22	1
2277	58	2012.12.18	5	1
2278	61	2012.12.18	19	1
2279	5	2012.12.18	5	1
2280	81	2012.12.18	2	2
2281	34	2012.12.18	1	2
2282	17	2012.12.18	9	1
2283	62	2012.12.18	16	1
2284	48	2012.12.18	29	1
2285	62	2012.12.18	22	1
2286	3	2012.12.18	11	2
2287	66	2012.12.18	27	2
2288	13	2012.12.19	9	1
2289	15	2012.12.19	24	2
2290	53	2012.12.19	12	1
2291	33	2012.12.20	19	1
2292	9	2012.12.20	26	1
2293	47	2012.12.20	30	1
2294	83	2012.12.20	8	2
2295	23	2012.12.20	26	2
2296	23	2012.12.20	18	1
2297	44	2012.12.20	27	1
2298	14	2012.12.20	28	1
2299	54	2012.12.20	3	1
2300	27	2012.12.20	4	2
2301	51	2012.12.20	29	1
2302	91	2012.12.20	17	1
2303	13	2012.12.20	26	2
2304	91	2012.12.20	13	1
2305	36	2012.12.20	13	1
2306	39	2012.12.21	16	1
2307	26	2012.12.21	26	2
2308	64	2012.12.21	24	2
2309	10	2012.12.21	19	1
2310	7	2012.12.21	7	1
2311	27	2012.12.21	17	1
2312	69	2012.12.21	16	1
2313	77	2012.12.21	15	1
2314	92	2012.12.21	22	1
2315	26	2012.12.21	25	1
2316	81	2012.12.21	22	2
2317	60	2012.12.21	8	1
2318	68	2012.12.21	9	1
2319	64	2012.12.21	5	2
2320	89	2012.12.21	24	1
2321	14	2012.12.21	7	1
2322	56	2012.12.21	12	2
2323	54	2012.12.21	7	1
2324	69	2012.12.21	27	1
2325	48	2012.12.21	11	1
2326	71	2012.12.21	12	1
2327	62	2012.12.21	21	1
2328	56	2012.12.21	7	1
2329	16	2012.12.21	1	2
2330	65	2012.12.21	4	2
2331	79	2012.12.21	29	1
2332	84	2012.12.21	2	1
2333	82	2012.12.21	12	1
2334	79	2012.12.21	16	2
2335	78	2012.12.21	27	1
2336	66	2012.12.21	15	1
2337	58	2012.12.21	27	1
2338	85	2012.12.21	10	1
2339	43	2012.12.21	18	2
2340	50	2012.12.21	28	1
2341	31	2012.12.21	28	2
2342	11	2012.12.21	12	1
2343	74	2012.12.21	27	1
2344	44	2012.12.21	8	1
2345	62	2012.12.21	11	1
2346	53	2012.12.21	21	1
2347	66	2012.12.21	13	1
2348	10	2012.12.21	2	1
2349	74	2012.12.21	20	1
2350	56	2012.12.21	28	1
2351	65	2012.12.21	15	1
2352	14	2012.12.21	9	1
2353	88	2012.12.21	20	1
2354	60	2012.12.21	22	2
2355	15	2012.12.21	2	2
2356	31	2012.12.21	24	1
2357	35	2012.12.21	2	1
2358	24	2012.12.21	15	1
2359	4	2012.12.21	7	2
2360	15	2012.12.21	3	1
2361	20	2012.12.21	2	1
2362	76	2012.12.21	28	1
2363	23	2012.12.21	29	1
2364	50	2012.12.21	14	2
2365	34	2012.12.21	24	1
2366	47	2012.12.21	27	1
2367	73	2012.12.21	27	1
2368	6	2012.12.21	30	2
2369	10	2012.12.21	1	1
2370	45	2012.12.21	23	2
2371	87	2012.12.21	29	2
2372	60	2012.12.21	27	2
2373	64	2012.12.21	30	1
2374	39	2012.12.21	4	1
2375	77	2012.12.21	19	2
2376	79	2012.12.21	26	2
2377	84	2012.12.21	6	1
2378	83	2012.12.22	29	1
2379	21	2012.12.22	25	1
2380	51	2012.12.22	20	1
2381	14	2012.12.22	7	1
2382	3	2012.12.22	26	1
2383	78	2012.12.22	5	2
2384	13	2012.12.22	7	1
2385	41	2012.12.22	21	2
2386	22	2012.12.22	13	1
2387	66	2012.12.22	21	2
2388	49	2012.12.22	7	1
2389	56	2012.12.22	28	1
2390	89	2012.12.22	27	2
2391	65	2012.12.22	12	2
2392	23	2012.12.22	11	2
2393	3	2012.12.22	23	1
2394	17	2012.12.22	29	1
2395	21	2012.12.22	1	1
2396	34	2012.12.22	25	1
2397	61	2012.12.22	14	1
2398	59	2012.12.22	25	1
2399	19	2012.12.22	19	2
2400	1	2012.12.22	17	1
2401	70	2012.12.22	20	1
2402	30	2012.12.22	24	2
2403	75	2012.12.22	13	1
2404	64	2012.12.22	14	1
2405	62	2012.12.22	3	1
2406	46	2012.12.22	5	2
2407	72	2012.12.22	4	1
2408	6	2012.12.22	17	1
2409	54	2012.12.22	13	2
2410	80	2012.12.22	25	2
2411	57	2012.12.22	18	1
2412	24	2012.12.22	11	1
2413	49	2012.12.22	21	1
2414	11	2012.12.22	8	1
2415	17	2012.12.22	8	2
2416	27	2012.12.22	4	1
2417	86	2012.12.23	10	2
2418	90	2012.12.23	29	1
2419	27	2012.12.23	9	1
2420	8	2012.12.23	6	1
2421	13	2012.12.23	2	1
2422	58	2012.12.23	26	2
2423	50	2012.12.23	12	2
2424	53	2012.12.24	15	2
2425	26	2012.12.24	14	2
2426	34	2012.12.24	26	1
2427	17	2012.12.24	18	1
2428	66	2012.12.24	20	1
2429	92	2012.12.24	27	2
2430	16	2012.12.24	20	1
2431	4	2012.12.24	5	1
2432	3	2012.12.24	28	1
2433	63	2012.12.24	9	1
2434	80	2012.12.24	13	1
2435	45	2012.12.24	25	1
2436	86	2012.12.24	3	1
2437	33	2012.12.24	16	1
2438	5	2012.12.24	30	1
2439	41	2012.12.24	21	1
2440	92	2012.12.24	17	1
2441	55	2012.12.24	15	1
2442	20	2012.12.24	19	1
2443	12	2012.12.24	22	1
2444	10	2012.12.24	22	1
2445	92	2012.12.24	19	1
2446	79	2012.12.24	15	2
2447	38	2012.12.24	17	1
2448	63	2012.12.24	14	1
2449	35	2012.12.24	30	2
2450	9	2012.12.24	22	1
2451	40	2012.12.24	6	1
2452	12	2012.12.24	11	1
2453	79	2012.12.24	14	2
2454	83	2012.12.24	30	2
2455	8	2012.12.24	22	1
2456	26	2012.12.24	13	1
2457	65	2012.12.24	27	1
2458	24	2012.12.24	15	1
2459	7	2012.12.24	30	1
2460	8	2012.12.24	3	2
2461	24	2012.12.24	16	1
2462	54	2012.12.24	14	2
2463	40	2012.12.24	19	2
2464	59	2012.12.24	11	2
2465	59	2012.12.24	3	1
2466	27	2012.12.24	20	1
2467	80	2012.12.24	11	2
2468	90	2012.12.24	11	1
2469	3	2012.12.24	2	1
2470	66	2012.12.24	21	1
2471	37	2012.12.24	16	1
2472	57	2012.12.24	25	1
2473	3	2012.12.24	10	1
2474	33	2012.12.24	16	1
2475	37	2012.12.24	25	1
2476	4	2012.12.24	3	1
2477	25	2012.12.24	1	2
2478	88	2012.12.24	15	1
2479	27	2012.12.24	10	2
2480	41	2012.12.24	18	1
2481	45	2012.12.24	26	1
2482	78	2012.12.24	11	2
2483	44	2012.12.24	3	1
2484	2	2012.12.24	27	1
2485	30	2012.12.24	25	2
2486	59	2012.12.24	22	1
2487	3	2012.12.24	23	1
2488	70	2012.12.24	21	1
2489	25	2012.12.25	4	2
2490	82	2012.12.25	22	2
2491	70	2012.12.25	6	1
2492	6	2012.12.25	11	2
2493	59	2012.12.25	18	1
2494	80	2012.12.25	11	1
2495	46	2012.12.25	3	2
2496	76	2012.12.25	20	2
2497	83	2012.12.25	5	1
2498	78	2012.12.25	11	1
2499	67	2012.12.25	3	1
2500	24	2012.12.25	19	1
2501	53	2012.12.25	5	1
2502	76	2012.12.25	24	1
2503	40	2012.12.25	2	2
2504	70	2012.12.25	18	2
2505	75	2012.12.25	30	1
2506	20	2012.12.25	25	1
2507	61	2012.12.25	20	1
2508	29	2012.12.25	7	2
2509	28	2012.12.25	5	1
2510	55	2012.12.25	1	1
2511	24	2012.12.25	1	1
2512	58	2012.12.25	30	1
2513	68	2012.12.25	24	1
2514	67	2012.12.25	1	1
2515	81	2012.12.25	22	2
2516	57	2012.12.25	27	1
2517	21	2012.12.25	4	1
2518	76	2012.12.26	20	1
2519	90	2012.12.26	8	2
2520	7	2012.12.26	8	1
2521	74	2012.12.26	16	1
2522	86	2012.12.26	28	1
2523	37	2012.12.26	17	2
2524	70	2012.12.26	27	1
2525	59	2012.12.26	14	1
2526	77	2012.12.27	27	1
2527	20	2012.12.27	17	2
2528	14	2012.12.27	4	1
2529	73	2012.12.27	9	2
2530	46	2012.12.27	2	1
2531	47	2012.12.27	12	1
2532	75	2012.12.27	29	2
2533	63	2012.12.27	28	2
2534	18	2012.12.27	29	1
2535	49	2012.12.27	26	1
2536	60	2012.12.27	24	1
2537	31	2012.12.27	13	1
2538	46	2012.12.27	4	1
2539	75	2012.12.27	12	1
2540	2	2012.12.27	14	1
2541	73	2012.12.27	3	2
2542	23	2012.12.27	10	1
2543	14	2012.12.27	26	1
2544	19	2012.12.27	4	1
2545	47	2012.12.27	10	1
2546	50	2012.12.27	22	2
2547	11	2012.12.27	23	1
2548	53	2012.12.27	6	1
2549	8	2012.12.27	19	1
2550	63	2012.12.27	19	1
2551	35	2012.12.27	17	1
2552	15	2012.12.27	28	1
2553	9	2012.12.27	13	2
2554	22	2012.12.27	8	2
2555	58	2012.12.27	25	1
2556	84	2012.12.27	11	1
2557	71	2012.12.27	19	1
2558	31	2012.12.27	25	1
2559	77	2012.12.27	18	1
2560	18	2012.12.27	26	2
2561	75	2012.12.27	20	1
2562	67	2012.12.27	17	1
2563	89	2012.12.27	18	1
2564	68	2012.12.28	23	1
2565	62	2012.12.28	17	1
2566	77	2012.12.28	14	2
2567	76	2012.12.28	28	1
2568	30	2012.12.28	8	2
2569	41	2012.12.28	23	1
2570	89	2012.12.28	30	1
2571	16	2012.12.28	22	1
2572	74	2012.12.28	20	1
2573	48	2012.12.28	16	1
2574	16	2012.12.28	29	1
2575	75	2012.12.29	12	1
2576	52	2012.12.29	2	1
2577	49	2012.12.29	22	1
2578	82	2012.12.29	22	1
2579	39	2012.12.29	7	1
2580	60	2012.12.29	3	1
2581	59	2012.12.29	5	2
2582	65	2012.12.29	22	1
2583	4	2012.12.29	3	1
2584	25	2012.12.29	13	1
2585	40	2012.12.29	21	1
2586	68	2012.12.29	27	1
2587	46	2012.12.29	17	1
2588	83	2012.12.29	24	1
2589	79	2012.12.29	20	2
2590	18	2012.12.29	30	1
2591	23	2012.12.29	14	2
2592	20	2012.12.29	28	1
2593	77	2012.12.29	20	1
2594	53	2012.12.29	1	1
2595	61	2012.12.29	29	1
2596	5	2012.12.29	20	1
2597	56	2012.12.29	1	1
2598	52	2012.12.29	25	1
2599	29	2012.12.29	17	1
2600	69	2012.12.29	25	1
2601	92	2012.12.29	19	1
2602	3	2012.12.29	11	1
2603	90	2012.12.29	25	1
2604	88	2012.12.29	2	1
2605	26	2012.12.29	29	2
2606	56	2012.12.29	17	1
2607	46	2012.12.29	24	2
2608	47	2012.12.29	17	1
2609	6	2012.12.29	19	2
2610	6	2012.12.29	30	1
2611	15	2012.12.29	25	1
2612	22	2012.12.29	8	1
2613	41	2012.12.29	22	1
2614	30	2012.12.29	29	1
2615	82	2012.12.29	4	2
2616	13	2012.12.29	16	1
2617	51	2012.12.29	14	1
2618	37	2012.12.29	26	1
2619	69	2012.12.29	17	1
2620	19	2012.12.29	19	1
2621	33	2012.12.29	6	1
2622	35	2012.12.29	13	2
2623	16	2012.12.29	10	1
2624	8	2012.12.29	23	2
2625	26	2012.12.29	19	1
2626	54	2012.12.29	20	1
2627	53	2012.12.29	19	1
2628	82	2012.12.29	11	1
2629	73	2012.12.29	25	1
2630	90	2012.12.29	22	2
2631	8	2012.12.29	20	1
2632	80	2012.12.29	18	2
2633	84	2012.12.29	25	1
2634	84	2012.12.30	6	2
2635	55	2012.12.30	18	1
2636	42	2012.12.30	8	1
2637	33	2012.12.30	22	2
2638	84	2012.12.30	5	1
2639	85	2012.12.30	29	1
2640	69	2012.12.30	9	2
2641	90	2012.12.30	25	1
2642	19	2012.12.30	4	1
2643	29	2012.12.30	16	1
2644	84	2012.12.30	6	1
2645	34	2012.12.30	13	1
2646	60	2012.12.30	15	1
2647	76	2012.12.30	9	2
2648	64	2012.12.30	27	2
2649	36	2012.12.30	19	1
2650	61	2012.12.30	12	1
2651	10	2012.12.30	19	1
2652	44	2012.12.30	30	2
2653	90	2012.12.30	22	2
2654	6	2012.12.30	22	2
2655	19	2012.12.30	20	1
2656	86	2012.12.30	23	1
2657	60	2012.12.30	6	1
2658	52	2012.12.31	10	1
2659	34	2012.12.31	30	1
2660	74	2012.12.31	24	1
2661	10	2012.12.31	15	1
2662	30	2012.12.31	16	1
2663	63	2012.12.31	30	2
2664	47	2012.12.31	27	1
2665	57	2012.12.31	18	1
2666	82	2013.01.01	22	2
2667	55	2013.01.01	12	2
2668	92	2013.01.01	15	1
2669	24	2013.01.01	17	1
2670	76	2013.01.01	15	1
2671	74	2013.01.01	11	1
2672	67	2013.01.01	16	1
2673	70	2013.01.01	7	2
2674	31	2013.01.01	1	2
2675	89	2013.01.01	7	1
2676	63	2013.01.01	28	1
2677	35	2013.01.01	3	2
2678	37	2013.01.01	30	1
2679	2	2013.01.01	6	1
2680	29	2013.01.01	17	1
2681	17	2013.01.01	18	1
